first_air_date,name,overview,popularity,vote_average,vote_count,adult
1999-01-31,Family Guy,"Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.",129.2749,7.396,4890,False
2021-09-01,Dug Days,"A series of shorts that follows the humorous misadventures of Dug, the lovable dog from Disney and Pixar’s “Up.” Each short features everyday events that occur in Dug's backyard, all through the exciting (and slightly distorted) eyes of our favorite talking dog.",3.1214,7.394,539,False
2018-07-08,The Bureau of Magical Things,"When ordinary teenager Kyra touches a mysterious book, she is transformed into a Tri-ling-–part-human, part-fairy and part-elf. In addition to acquiring amazing magical powers, Kyra discovers a secret world of magic all around her.",4.0779,7.4,275,False
2016-02-26,Fuller House,"D.J. Tanner-Fuller is a widow and mother of three. Things become too much to handle, so she asks for help from her sister Stephanie and her best-friend Kimmy.",12.4797,7.393,574,False
1977-01-23,Roots,"The epic tale of celebrated Pulitzer-prize winning author Alex Haley's ancestors as portrayed in the acclaimed twelve hour mini-series Roots, was first told in his 1976 bestseller Roots: The Saga of an American Family. The docu-drama covers a period of history that begins in mid-1700s Gambia, West Africa and concludes during post-Civil War United States, over 100 years later. This 1977 miniseries eventually won 9 Emmy awards, a Golden Globe award, and a Peabody award, and still stands as the most watched miniseries in U.S. history.",9.0012,7.393,238,False
2024-09-26,Nobody Wants This,"An agnostic sex podcaster and a newly single rabbi fall in love, but can their relationship survive their wildly different lives and meddling families?",7.8543,7.391,258,False
1991-09-17,Home Improvement,"The daily trials and tribulations of handyman Tim Taylor, a TV show host raising three boys with help from his loyal co-host, domineering wife, and unseen neighbor.",27.0131,7.4,695,False
2011-10-23,Once Upon a Time,"There is a town in Maine where every story book character you've ever known is trapped between two worlds, victims of a powerful curse. Only one knows the truth and only one can break the spell.",42.3276,7.39,2450,False
1997-01-12,King of the Hill,"Set in Texas, this animated series follows the life of propane salesman Hank Hill, who lives with his overly confident substitute Spanish teacher wife Peggy, wannabe comedian son Bobby, and naive niece Luanne. Hank has conservative views about God, family, and country, but his values and ethics are often challenged by the situations he, his family, and his beer-drinking neighbors/buddies find themselves in.",47.0098,7.388,656,False
2017-03-07,La piloto,"Yolanda dreamed her entire life of being a pilot. She found a stewardess job, and an unexpected role in drug smuggling.",3.3188,7.4,356,False
1998-06-06,Sex and the City,"Based on the bestselling book by Candace Bushnell, Sex and the City tells the story of four best friends, all single and in their late thirties, as they pursue their careers and talk about their sex lives, all while trying to survive the New York social scene. ",39.7345,7.387,2137,False
2022-10-28,The Devil's Hour,"Lucy wakes every night at exactly 3:33am. Nothing in her life has made sense for a long time. But the answers are out there, somewhere, at the end of a trail of brutal murders.",5.5741,7.4,286,False
2019-01-16,Deadly Class,"Follow a disillusioned teen recruited into a storied high school for assassins. Maintaining his moral code while surviving a ruthless curriculum, vicious social cliques, and his own adolescent uncertainties may prove fatal.",6.9536,7.4,327,False
1991-09-06,Darkwing Duck,"The adventures of superhero Darkwing Duck, aided by his sidekick Launchpad McQuack. In his secret identity of Drake Mallard, he lives in a suburban house with his adopted daughter Gosalyn, next door to the bafflingly dim-witted Muddlefoot family. A spin-off of DuckTales.",10.8364,7.382,326,False
2020-03-20,Vampires,"A Paris teen who's half human, half vampire grapples with her emerging powers and family turmoil as she's pursued by a secret vampire community.",1.3926,7.4,351,False
2010-05-05,Strike Back,"The series follows John Porter, a former British Special Forces soldier, who is drafted back into service by Section 20, a fictional branch of the Secret Intelligence Service.",16.5254,7.4,392,False
2018-11-23,Better Than Us,"Moscow in a not so distant future where human beings share their daily lives with robots. Georgy, a forensic who has a robot assistant, suddenly finds himself caught up in the first murder committed by a new kind of experimental humanoid.",6.3849,7.383,443,False
2016-04-01,The Ranch,"Being a pro athlete didn't pan out for Colt. Now he's helping his dad and brother keep the ranch afloat, and figuring out how he fits into the family.",10.0659,7.383,273,False
2012-08-13,Major Crimes,Major Crimes explores how the American justice system approaches the art of the deals as law enforcement officers and prosecutors work together to score a conviction. Los Angeles Police Captain Sharon Raydor heads up a special squad within the LAPD that deals with high-profile or particularly sensitive crimes.,16.9717,7.4,204,False
2004-07-18,Entourage,Film star Vince Chase navigates the vapid terrain of Los Angeles with a close circle of friends and his trusty agent.,31.0046,7.382,633,False
2019-10-04,El Dragón: Return of a Warrior,A Tokyo business man returns to his home country of Mexico where he must battle rivals to replace his grandfather as the head of a cartel.,4.4448,7.4,453,False
2021-06-17,Elite Short Stories: Carla Samuel,"Samuel attempts a big, romantic gesture at the airport in order to persuade Carla not to board her flight to London.",1.8119,7.379,330,False
2011-09-19,Kung Fu Panda: Legends of Awesomeness,"Now living in his permanent home at the Jade Palace with the rest of the Furious Five, Po the Panda trains, battles, learns, teaches, stumbles, gabs and ""geeks out"" as the newest hero in the Valley of Peace.",11.0596,7.4,207,False
2016-11-29,La Doña,"A story of revenge and ambition, seduction and betrayal; all told from the perspective of an offended and abused woman named Altagracia. Altagracia represents the hundreds of thousands of Mexican women who have been victims of the violence by faceless men who are protected by impunity. But Altagracia, transformed into a strong-willed, ruthless man-eater known as La Doña, will seek out each and every one of these men to bring them to justice.",7.4691,7.378,638,False
2015-09-21,Blindspot,"A vast international plot explodes when a beautiful Jane Doe is discovered naked in Times Square, completely covered in mysterious, intricate tattoos with no memory of who she is or how she got there. But there's one tattoo that is impossible to miss: the name of FBI agent Kurt Weller, emblazoned across her back. ""Jane,"" Agent Weller and the rest of the FBI quickly realize that each mark on her body is a crime to solve, leading them closer to the truth about her identity and the mysteries to be revealed.",32.2434,7.376,2526,False
2017-01-11,The Worst Witch,"Mayhem and mishaps follow young witch Mildred Hubble wherever she goes. She just can't help it! But with her friends' help, Mildred always manages to avoid disaster just in time.",10.6031,7.4,203,False
